broker_service	rho	eta	metric	estimate	se	lower	upper	n
access_only	0.5	0.02	rank_gap	0.27462356285178235	0.0042309157683393635	0.2661212192933479	0.2831259064102168	50
access_only	0.5	0.02	self_fill_rate	0.9950308628151068	0.00025247266720583583	0.994523499995038	0.9955382256351756	50
access_only	0.5	0.02	self_net_output_per_requested_position	3.6951436041470482	0.05275450923913537	3.589129448733176	3.8011577595609203	50
access_only	0.5	0.03	access_fraction	0.25468698013470503	0.0031849417172649473	0.24802082050858099	0.2613531397608291	20
access_only	0.5	0.03	agent_holdout_rank	0.7099071153846154	0.00645808375822556	0.6963901907332657	0.723424040035965	20
access_only	0.5	0.03	betweenness	0.669217745130253	0.020358100066445884	0.6266077519891303	0.7118277382713757	20
access_only	0.5	0.03	broker_fill_rate	0.9906600083372368	0.0010466548410573233	0.9884693345782409	0.9928506820962326	20
access_only	0.5	0.03	broker_holdout_rank	0.9843679174484052	0.0009804063244351741	0.9823159034282684	0.9864199314685421	20
access_only	0.5	0.03	broker_net_output_per_requested_position	4.435056762504582	0.07192278017846808	4.284520653531127	4.5855928714780365	20
access_only	0.5	0.03	broker_selected_rank	0.9291511057191256	0.003956886164933709	0.9208692477953639	0.9374329636428873	20
access_only	0.5	0.03	mean_degree	22.82992	0.2909590957958109	22.22093561365048	23.438904386349524	20
access_only	0.5	0.03	net_output_per_requested_position	4.368398336201601	0.04920742650722029	4.26540600886646	4.4713906635367415	20
access_only	0.5	0.03	outsourcing_rate	0.8399985232373467	0.03318795230111518	0.770535340754557	0.9094617057201364	20
